region,crop,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Former Soviet Union,Rice,118000,119000,147000,191000,217000,248000,281000,312000,328000,350000,390000,421000,462000,495000,500000,524000,546000,580000,610000,666000,634000,648000,651100,687800,671200,620700,657000,671000,656300,614000,599400,629546,628100,540200,463463,503230,497897,423102,478129,499022,329424,348960,438497,361517,377576,405025,392541,358498,396249,473094
Former Soviet Union,Root_Tuber,8878000,8686000,8498000,8518000,8612000,8392000,8331000,8301000,8100000,8064000,7894000,7960000,8017000,7983000,7912000,7087000,7067000,7042000,6959000,6929000,6843000,6858000,6882000,6830000,6461000,6373000,6239000,6239000,6008000,5829710,6014800,6584482,6550958,6259757,6249351,6342225,6293364,6133065,6107175,6219259,6133002,5990345,5971373,5872384,5713787,5475519,5346025,4532052,4596687,4508994
Former Soviet Union,SugarCrop,3120000,3166000,3748000,4107000,3882000,3803000,3797000,3560000,3384000,3368000,3321000,3486000,3553000,3610000,3666000,3754000,3761000,3763000,3739000,3682000,3618000,3526000,3491000,3463000,3418000,3399000,3404000,3370000,3344760,3285500,3166000,3209476,3123715,2824040,2768597,2546565,1955811,1822551,1967778,1728559,1808703,1693269,1746556,1712386,1600711,1966070,1761428,1346201,1260611,1600540
Former Soviet Union,Wheat,63000000,67411000,64609000,67887000,70205000,69958000,67026000,67231000,65230000,65230000,64035000,58492000,63155000,59676000,61985000,59500000,62030000,62898000,57662000,61450000,59204000,57278000,50823000,51061000,50265000,48728000,46684000,48058000,47675000,48178000,45874000,47013553,46281300,41890712,42041428,44127656,46159492,39456909,39186223,41510206,45392115,47969988,38765246,45351292,48367569,45567650,47044789,51442467,53515712,46715331
Former Soviet Union,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Soviet Union,Cotton_Total,2335000,2387000,2480000,2461000,2442000,2463000,2442000,2445000,2540000,2746000,2770000,2735000,2742000,2880000,2924000,2949000,2992000,3038000,3090000,3147000,3164000,3188000,3192000,3340700,3316000,3475000,3527000,3340000,3376200,3171000,3008600,2885180,2903000,2731400,2720800,2582341,2651350,2660698,2583427,2544372,2529771,2469108,2460834,2618779,2719368,2648352,2653096,2514630,2267961,2323103
India,Corn,4507000,4643000,4582000,4618000,4799000,5073800,5583400,5715800,5862200,5852300,5667600,5837800,6015400,5863100,6030700,6000300,5682700,5760000,5720600,6004800,5934700,5720300,5859000,5799500,5797200,5923100,5560900,5896700,5915100,5904300,5859400,5962500,5995000,6135800,5979000,6300000,6321000,6203700,6422100,6611300,6581500,6635200,7343400,7430400,7588300,7894000,8117300,8170000,8330000,7180000
India,FiberCrop,1546515,1459000,1554000,1409100,1284400,1298500,1374700,972500,1254000,1241700,1252200,1121500,1299100,1126000,1060200,1223500,1283500,1391000,1353000,1428800,1280600,1128500,1154800,1228500,1595900,1164200,1039600,997400,982100,1088800,1177000,990300,948900,991500,986300,1100000,1096000,1025400,1032800,1016600,1062800,1038600,1019800,926400,901600,928900,960000,900000,920000,880000
India,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,MiscCrop,30195958,30985739,31306479,31597062,30826406,29756917,30060539,30156166,29157691,30497401,30632519,30486975,30627759,31785376,31165185,32677036,32510376,33151671,32902790,32757426,32211021,33663720,33986392,34266235,33853626,35091934,33744715,32967540,34397032,34376555,36028134,34043672,34675387,33929820,35969575,35747331,35371351,35679950,35672306,33085348,33084109,35563135,37638847,37506674,37183871,39301938,41947349,40493817,38712845,45092670
India,OilCrop,15227000,16385000,15764000,16307000,16569000,16087300,16120700,15905600,15494800,16391600,16805400,16598600,16261000,17130600,17189600,16897200,16566600,17669700,17461300,16914200,18445900,18710300,18510100,18815500,19005300,19173700,19075900,21872200,22712400,23376600,25650100,25354400,26683600,25542400,25694000,26110300,25740300,26603200,24882600,24274100,22056700,22006700,22689300,25600700,27864700,26876000,27708000,27164842,26770000,24750600
India,OtherGrain,40111000,39944000,39590000,39727000,39586000,39833000,41203200,41142600,41372000,40307500,38007200,36379300,40024900,37054200,37850500,36499900,36836800,36642100,35697200,35739000,36586400,34957000,35942800,33545300,33557300,33962000,31075200,32847500,31864600,30443700,27568200,28500100,26943600,26087100,24971800,25589000,24489300,23202100,22986300,23593100,23059000,20314900,23471500,21873900,21888200,21049200,20811700,20364200,18710000,19560000
India,PalmFruit,723000,793000,798000,848000,884000,893000,923900,988100,1033300,1045600,1088400,1099200,1102000,1116300,1069900,1074500,1056500,1055000,1075800,1083300,1090800,1149200,1165600,1183300,1225600,1231200,1346000,1425500,1472200,1475000,1529000,1537700,1635100,1713800,1833000,1891000,1861000,1754500,1768100,1770000,1840000,1930000,1921800,1933700,1935000,1946800,1940000,1903200,1895200,1895900
India,Rice,34694000,35695000,35809000,36462000,35470000,35251000,36437400,36966300,37680300,37591700,37757800,36687800,38285000,37888400,39475400,38511100,40282600,40482200,39414300,40151500,40708400,38262000,41244000,41158800,41137200,41166700,38806300,41735800,42166900,42686600,42648700,41775000,42539000,42814000,42800000,43400000,43469800,44802300,45160000,44712000,44900000,41176100,42592500,41906700,43659800,43810000,43910000,45540000,41920000,42560000
India,Root_Tuber,812000,768000,793000,789000,824000,929000,969300,1071500,1124845,1063600,1033100,1037600,1066800,1130600,1205500,1265700,1239600,1261600,1388500,1244300,1261300,1310500,1253300,1329400,1346500,1293700,1275100,1315600,1339400,1338700,1335500,1522500,1616300,1436800,1445700,1478200,1634800,1593800,1658000,1678400,1578800,1630300,1676100,1837800,1901900,1936600,2121000,2189000,2232800,2186100
India,SugarCrop,2413000,2456000,2242000,2249000,2602900,2836000,2301000,2047000,2532200,2748000,2615000,2390400,2451600,2752100,2894200,2762200,2866200,3151100,3087800,2610200,2666600,3193300,3357600,3109700,2953200,2862000,3078700,3278600,3328900,3439000,3686000,3840000,3570000,3420000,3870000,4150000,4174100,3929800,4054900,4219700,4315700,4411600,4520300,3938400,3661500,4201100,5150000,5055200,4420000,4170000
India,Wheat,12927000,13570000,13590000,13499000,13422000,12572000,12838000,14998200,15958100,16625500,18240500,19138900,19463600,18583000,18010300,20453800,20921500,21455700,22641200,22171700,22278800,22144400,23567400,24672000,23564900,22997400,23131200,23062700,24109100,23501900,24167100,23261900,24588900,25147300,25700000,25011000,25887100,26696100,27523300,27486000,25730600,26344700,25195700,26594700,26382900,26483600,27994500,28038600,27750000,28460000
India,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Cotton_Total,7719000,7845000,8160000,8268000,7943000,7834000,8215000,7649000,7712000,7608000,7800000,7679000,7574000,7559000,7458000,6885000,7866000,8120000,8077000,7820000,8057400,7870700,7721000,7382100,7532700,6948000,6459300,7342600,7694800,7439600,7661400,7542000,7321000,7871000,9035000,9121000,8868000,9342400,8709700,8576500,9100000,7669700,7597900,8786600,8677100,9142000,9410000,9410000,10310000,11000000
Japan,Corn,69600,68800,64100,61400,56000,52400,47400,42400,39300,39200,37200,34000,33100,32840,32610,31500,32290,32900,30630,32160,36100,37810,38383,38644,37034,37402,39920,39632,39612,39517,39409,37978,37500,36169,33420,31102,32109,31094,30075,29073,28668,28365,27764,26960,25962,25467,25659,25858,25565,25270
Japan,FiberCrop,15240,14450,10850,10180,6918,4000,1990,1355,1350,1250,1250,1020,1020,970,790,740,740,510,510,280,280,140,140,41,29,28,31,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,MiscCrop,1211580,1267430,1294740,1320320,1336630,1376840,1350430,1332190,1301320,1309410,1304627,1294840,1258170,1228110,1202810,1185754,1178219,1151871,1144097,1141016,1135676,1136202,1129038,1121641,1097109,1081193,1075181,1057471,1028438,1010624,984744,963873,944482,922369,898866,883296,857606,841637,834917,817664,801550,781726,788920,769195,765420,735104,725422,720154,718315,696000
Japan,OilCrop,570470,524230,452870,414230,347500,309010,263240,223310,192490,175900,172160,152410,144500,144680,132310,124940,117940,164890,167100,178320,183310,179890,175580,165127,162327,164449,187021,184680,172010,165425,158815,126927,103553,76300,82951,95493,96200,121400,120200,133722,155044,160734,162364,146823,143885,151526,147435,155777,154100,146210
Japan,OtherGrain,864680,776030,711300,610330,538513,489510,437940,392600,345720,277820,218200,171210,130710,120710,111700,105650,103550,132768,145622,153922,151160,151564,149372,140040,135102,130337,138418,143106,142412,136777,125360,110103,101340,84084,82948,85156,86830,90860,90612,92026,103634,107183,108391,104621,100782,99914,100822,104415,103773,106800
Japan,PalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Rice,3312000,3295000,3276000,3264000,3258500,3258000,3267000,3284000,3279000,2927000,2698000,2643000,2622000,2724000,2764000,2779000,2757000,2548000,2497000,2377000,2278000,2257000,2273000,2315000,2342000,2303000,2146000,2110000,2097000,2074000,2049000,2106000,2139000,2212000,2118000,1977000,1953000,1801000,1788000,1770000,1706000,1688000,1665000,1701000,1706000,1688000,1673000,1627000,1624000,1628000
Japan,Root_Tuber,601630,594300,574690,570260,521590,492810,450010,425490,382890,341820,318990,297020,270260,250240,251560,246610,239160,238740,234520,233990,233210,236010,235560,238470,239180,237890,234580,230530,223380,217790,211660,206020,202550,192140,189470,186460,182170,180110,176880,170340,166430,162900,157750,156150,155620,154470,151610,151660,149570,147300
Japan,SugarCrop,69300,78600,80400,88500,104100,103900,100700,96000,100700,94100,88400,91600,91600,77500,78700,74300,81900,91900,94100,98600,108800,103600,108200,110300,108200,106900,106400,105779,105513,104753,102000,98300,96000,94600,94100,93500,91000,92600,92800,92300,88800,90400,91900,91200,88800,89100,88700,88200,87500,85829
Japan,Wheat,648700,642000,583700,508200,475900,421200,366600,322400,286500,229200,166300,113700,74900,82800,89600,89100,86000,112000,149000,191100,224400,227800,229400,231900,234000,245500,271100,282000,283800,260400,238700,214500,183600,151900,151300,158500,157500,162200,168800,183000,196900,206900,212200,212600,213500,218300,209700,208800,208300,206900
Japan,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Cotton_Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Corn,23809,25804,31478,42891,49399,42391,49986,42119,44339,46618,39863,35343,36172,35165,31589,30054,30186,30863,32486,35322,33161,28414,27252,30040,26136,23645,26270,22060,24727,25987,21874,21000,19622,21667,17541,17908,21097,20140,20134,15808,14208,17344,16966,18218,15176,13661,16981,18366,15326,15528
Korea,FiberCrop,8767,9197,8809,8146,9658,10184,10369,7955,8354,7010,5319,4425,4107,3501,3445,1211,1029,710,690,850,920,900,890,800,770,600,825,1051,811,705,355,300,247,180,200,200,230,150,160,140,130,120,14,17,55,17,13,11,6,6
Korea,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,MiscCrop,284624,295932,284853,325094,362913,381084,417329,446095,497861,556049,539615,544818,559557,602985,512391,582946,638533,622522,675179,694280,693113,671635,619246,615939,627940,679843,643545,650158,625222,614931,634063,646376,666091,680218,721475,718698,688720,677598,691561,709558,684558,626398,609839,607888,563262,562231,542066,541045,530458,510347
Korea,OilCrop,310560,320178,313812,313661,343811,316496,359039,363796,371021,364952,349836,349206,378659,373148,380093,367363,364458,367605,320113,285592,285174,290956,302136,305029,273165,273224,313664,281352,282379,263183,231045,212440,216106,205568,205383,179608,187134,193877,174024,166956,157192,157600,149392,146083,167675,151616,140034,135210,140381,138833
Korea,OtherGrain,845905,866242,907700,944341,1004737,906261,904527,953466,866720,813372,741548,764782,724848,755045,758942,751958,553746,582324,492909,349897,372087,348511,344792,354426,252965,208799,226216,209001,188837,170358,138616,115021,124500,94819,100383,104661,78737,93367,83461,76388,99856,91228,72980,72068,71679,67658,63988,61780,56972,50249
Korea,PalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Rice,1128000,1139000,1155000,1195000,1228000,1231000,1235000,1151000,1220000,1203000,1190000,1191000,1181720,1204520,1218000,1214900,1230040,1229750,1233230,1233040,1223890,1188070,1228480,1230860,1236770,1235930,1262320,1260130,1256660,1244340,1208460,1157000,1135000,1103000,1055340,1048990,1051660,1056480,1066200,1072360,1083130,1053190,1016030,1001160,979717,955229,950250,935766,924471,892074
Korea,Root_Tuber,109393,124446,136634,179490,212703,208370,194905,196577,191587,180514,163431,147644,138400,123549,146547,136418,127651,112883,95074,92520,91118,80646,72378,62547,64590,55501,47376,46178,53642,40060,38436,50278,41172,36411,39849,47808,40771,39385,47766,45564,37409,39400,34380,41711,49906,40625,41514,39991,42314,44113
Korea,SugarCrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Wheat,75915,81621,83941,89543,92930,93758,92955,96505,93733,96740,86649,62735,43218,36477,43710,36721,26515,17091,13090,27868,19692,19656,26446,6411,3070,1547,1235,753,364,294,178,164,547,582,2312,2787,1838,1372,1533,919,915,1808,3281,3792,2395,1738,1928,2549,5067,12548
Korea,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Cotton_Total,48133,52289,25122,22978,19065,18671,17309,16443,16837,16010,13786,13031,13532,10548,6142,6648,6107,6532,8163,8664,4808,3802,3386,2550,1894,1067,606,642,600,550,500,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Corn,19972554,20645738,21691377,22960323,24121518,24818915,25187115,25304287,24932844,25909198,26948088,25434221,25226992,25120750,24902571,25079079,26406837,25498615,23895459,24968181,26854223,25544582,25015407,26142543,27061639,26972896,28232758,27026518,25860505,24964580,26830505,27798593,26681443,29198517,29334536,27410812,28317411,26265599,25974011,26763208,28020499,26182929,27900970,27673279,26381954,28164180,29856304,31187976,28299533.5,28761181.3
Latin America,FiberCrop,540795,564075,599959,683182,713143,704195,705889,681535,680227,664485,636746,698627,687027,683093,748988,717857,693195,635071,645510,652057,691519,672369,628292,648051,639869,629944,573710,524565,520640,469102,517747,501723,386320,376507,352828,335454,344036,348423,355831,368317,367192,347419,369833,385722,406489,447879,446855,441376,422408,401609
Latin America,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021,10844,10553,7151,0,7540,5536,8784,7489,7045,6726,8203,5636,7886,7729,6887,9210,7192,8387,8793,9329,9342,7394,8876,7851,7802,8670,8125,8266,8089,8637
Latin America,MiscCrop,18055176,18457663,18757663,18910474,19079641,18978719,18952075,18665936,18407962,18451659,19490885,19217346,19183372,19623590,19869927,18247184,20418944,21024837,20510305,21989893,23140936,23127212,21868577,23192066,24176462,24877024,25116792,26168590,25279455,26007148,27015558,26199896,25183873,26916199,26094960,25677093,25568059,25114969,25964125,26069102,25541359.5,26562278,26623035.45,26274533.5,25966465,26821171,26532825.5,26482644.7,26728801.48,26382230.68
Latin America,OilCrop,4236357,4926005,4670666,4718885,5146463,5254646,5402529,4998817,5632331,6371410,7029808,7099671,8632372,10183080,10790758,11224480,12531907,15059047,15830101,17033149,15467810,15585587,16116774,18110798,19781982,19389479,18455434,20593814,22405412,23056026,20133624,20050462,20406959,22102338,23360753,22504112,24190587,27168249,29067787,29378197,30048848,33491262,37147855,42489621,44116477,44502367.1,44575299,45908254.6,46717742.34,49634268.17
Latin America,OtherGrain,4823174,3900760,5011418,5066043,4177752,4892572,5195261,5724546,5633393,6114800,6615998,6348743,7249989,6771548,6818503,6804879,7443533,7528364,6705481,5937834,6887022,6983180,7283186,7300229,6986592,5986815,6346911,6114492,5655463,5668731,5562484,5453302,4685323,4603245,4646092,5698296,5733399,5731353,5716266,6010218,6065193,5532471,6280207,6321985,5818140.5,5770424,5898862,6328931.5,5714942.5,6387136.26
Latin America,PalmFruit,412469,423698,450166,458873,482135,537706,591819,566817,549356,538305,577723,571050,538441,518634,508423,527981,541511,544405,553150,559109,558541,611239,604395,613058,680080,734354,763556,838488,797838,860533,923551,971950,965904,1005132,1008082,1019875,1032468,1024591,1066164,1116755,1147776,1192244,1194952,1241778,1263070,1316277,1352258,1397938,1389365.4,1480787
Latin America,Rice,4505776,4780798,5066072,5632744,6131083,5543889,5833277,5988028,6183119,6628917,6326172,6052835,6456342,6503115,7355986,8524459,7959024,7550764,7489638,8206474,8255492,8238063,7106970,7539010,6988428,7650085,8190765,8137346,7585259,6175609,6296399,7046335,6688086,6912215,6930801,5934756,5703418,5699032,6696016,6377376,5816887,5750423,5894927,6566863,6705431,5695759,5577347,5696085,6035089,5806623.4
Latin America,Root_Tuber,3295948,3407688,3618600,3826448,3914153,3910854,4102513,4209240,4328562,4333154,4428531,4374300,4346353,4315463,4341221,4394622,4486681,4500558,4448510,4253300,4381331,4374693,4180318,4037461,4081563,4262829,4212988,4103160,4186405,4172637,4161451,4023128,4104081,4184502,4349948,3857795,3942187,4033782.3,4042651,4023105.9,4029947.3,4050728.7,4043812.9,4363565,4382000,4334909.1,4420158.5,4229563.3,4228507.38,4353266.82
Latin America,SugarCrop,4278654,4279025,4267611,4345925,4620016,4493998,4549730,4591719,4512886,5161394,5029056,5054075,5186619,5383454,5308626,5590392,5665161,5927639,6158952,6315071,6364341,6676947,6891424,7281126,7517730,7642287,8067267,7745116,7693690,7974171,8005985,8025982,7464733,7994667,8212127,8594267,8595268,8662151,8394542,8386142,8467826,8683294,8560621,8879898,8959188,9409698,10073611,11194833,11776557,12255262.4
Latin America,Wheat,8001951,6925428,8882970,9444028,7942252,8269884,8774711,9274817,9093909,7960112,8650860,9253072,7613230,8867664,10498938,12821428,9315031,9572291,10547091,10075562,9880010,12221342,10827890,9788533,10418936,11240428,10546684,10369046,11063769,10673991,8700432,8254285,8284892,8609739,7939826,10952486,9282990,8794372,9145430,9246549,10443336,10022930,10103119,10688314,9190818,8975352,9534212,8970431,8272113,8819444
Latin America,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Cotton_Total,4016529,4366029,4435574,4532686,4586915,4211726,5509770,5674782,5945525,5933529,5994295,5935403,6161709,5751035,5684803,4983987,6273043,6216739,5860264,5614133,5113914,4967230,4169689,4690381,5290636,4690677,3254111,4340287,3797761,3723923,3624536,3401106,1937940,2487670,2796387,2696772,2112084,2384107,1851421,1662013,1882001,1370554,1324925,2119121,2312491,1852317,2024393,1773757,1313132,1496114.8
Middle East,Corn,90989,92032,91401,92412,94184,94834,97928,98375,98884,101401,113452,102740,113550,117539,129882,160889,172435,173410,167796,160850,145221,130150,164730,140545,128759,143338,146706,162448,190473,217627,254215,287669,311085,251770,294276,271318,299101,326193,344038,357425,373613,405007,444430,575426,571560,574044,596378.7,517083,454838,479925
Middle East,FiberCrop,9530,7338,5275,4399,6354,10500,4300,6387,6384,4687,2517,3339,3069,3005,2751,2429,2315,1873,1335,1000,400,200,170,140,130,38,22,25,25,24,27,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,FodderHerb,66605,86170,78060,87949,106140,73380,68611,65203,77395,69598,79956,78757,91906,87757,70927,96966,97184,89841,65829,71862,65283,50922,69900,55244,65068,51808,59320,70951,54513,52787,40936,51359,42425,39996,44514,36566,43064,63383,41101,45544,56900,53841,44819,41709,44188,45080,39100,36668,25590,25465
Middle East,MiscCrop,1797480.86,1924405,1950018.43,2062232.43,2132023.43,2053074.71,2184523.71,2202685,2262645.47,2236937.33,2299004.18,2435257.73,2460432.68,2651435.19,2656930.62,2827374.9,2904481.38,2959024.01,2835687.51,3134176.15,3260706.99,3309361.53,3527054.1,3492930.58,4006409.25,4076996.92,4064124.71,3969430.65,4168978.78,4286968.14,4523458.54,5011427.68,4993765.81,4913975.93,5232352.07,5701293.9,5443658.62,5663266.04,5513700.97,5689974.35,5951568.35,6075756.63,5918794.83,6137050.27,6263386.07,6268802.1,6365433.8,5508093,5677385,5545438
Middle East,OilCrop,282441,214713,282260,322104,335497,344868,369341,330366,373336,373300,374234,427031,446668,481416,491535,551996,510793,527304,535368,538849,553182,556371,564616,589555,619704,627783,634481,679380,711698,840487,803863,845237,844451,918748,899613,993113,1059443,1060842,1033485,1083424,1102967,1104572,1181990,1257477,1324164,1323265,1363293.9,1386223.3,1394231.3,1404411
Middle East,OtherGrain,4432909,4531337,4449501,4330677,4716678,4417033,4685007,4664721,4442366,4689030,4009241,4055285,3965962,3954231,4695447,4708654,4167812,4149367,4385286,4876601,5708341,5551282,5699821,4917646,5715046,5886662,5716672,6561138,7436743,8278254,6749257,7388168,7629798,6375034,6173697,5837648,5195098,5533341,4809379,4381402,4834295,4995959,4512345,4657844,4947271.6,4840124.6,5140788.6,4651882,4394960,5017848
Middle East,PalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Rice,306200,341218,356254,388600,427900,495918,447697,471694,472069,454656,454125,471206,498170,468135,492127,466268,467614,441126,440415,517710,513628,540787,478371,480721,531137,521249,596981,517728,591764,603487,668263,691059,698486,726398,740593,720349,684210,742963,717150,634331,614791,711000,644783,699453,735105,756312,740160,611671,590738,611491
Middle East,Root_Tuber,49671,51017,52734,54004,53871,54045,55431,58808,61147,63429,67054,70074,77248,82763,85663,101859,103187,102776,119924,140460,154149,166724,167690,166916,166092,203788,212608,173151,190569,222832,219750,245626,247238,246436,252161,261144,278323,290166,298594,294354,295477,311946,325205,326651.6,350772.7,321617,297900.3,336095,296640,292806
Middle East,SugarCrop,63475,64453,68790,85258,88981,134683,154219,168904,173619,193752,179235,179184,186949,200605,229240,234452,203946,185931,190799,201627,207450,239618,228705,209029,196464,226366,225786,181725,206518,206052,224112,268809,234429,271638,267719,206300,254338,253015,255535,228302,241218,271097,282582,245739,243398.9,287339.9,251377,147685,134645,198463
Middle East,Wheat,6532430,6871335,6233780,7013392,7860158,8107289,7794809,8386692,8069397,8558851,7778814,9199777,8687585,9648548,9503518,9278800,8262941,8895265,8257773,9163926,9087016,9016180,9073237,7975526,9853085,9438023,9510249,9688049,9130862,9844796,10806574,11178273,11594607,10956106,10361782,9974651,10148943,9972742,8330577,8630790,9135163,10340250,10693117,10733612.5,12165559,10265891,11231587.2,8772554,9813629,10508286
Middle East,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Cotton_Total,659005,732707,726544,728644,745956,666714,620210,693880,768051,653907,646233,676701,648815,676050,589463,572496,596854,552654,425398,350835,434693,446886,451550,481045,438305,418181,402190,432737,453851,438936,406072,419030,395345,430928,528634,599199,570710,608336,552296,573681,538211,444369,411004,452500,454424,385795,363294,332698,305964,307854
Southeast Asia,Corn,6448779,7169727,6594270,7836735,6972201,8349632,7289304,7907056,7401131,7986117,7943373,7338398,9130654,8677334,8796553,8338663,8604646,9494984,9171507,9401937,9810565,8623635,9979260,10237137,10056991,10710856,9894685,11225254,10627175,10805851,10153420,10601308,9654560,9919855,10147355,10244110,9708768,10051400,9770943,9630598,9425061,9137794,9542540,9755590,10061746,9751867,10277339,10898796,10910637,10815438
Southeast Asia,FiberCrop,1313575,1099886,1170991,1217797,1598869,1697721,1650538,1455313,1656684,1622293,1441162,1673198,1697948,1333144,1098437,1162683,1346185,1509763,1409879,1246788,1180020,1109333,1106770,1109580,1443555,1535296,1166224,852188,872470,875326,866441,862698,757113,815559,709236,774416,829969,681102,607500,655803,686833,658101,626076,604476,612481,624262,692015,656821,655435,710988
Southeast Asia,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,MiscCrop,8945054,9219028,9678264,9465047,9651656,9270403,9554090,9511693,9530107,9552692,9598240,10184354,10397660,10706132,10730322,11111976,11557498,11677224,12173941,12206519,12479580,12841546,12814418,13481620,13897671,13975227,13996291,13949275,14670263,14930872,15457747,15584280,15906510,16066381,16769684,17060310,17272686,17235223.15,17975075.15,19004889,19447268,20006229,20687386,20608387.27,21317807.1,21432505.6,22949242.25,22796990.3,23091934.26,22930373.81
